problem,label
thùng phuy hay thùng phi là một vận dụng hình ống dùng để chứa chuyên chở chất lỏng với dung tích lớn mỗi thùng phuy có đường kính nắp đáy là584mm chiều cao là 876mm hãy tính diện tích xung quanh diện tích toàn phần thể tích của một thùng phuy biết công thức tính diện tích xung quanh làs 2πrh xq diện tích toàn phần là s s 2s thể tích hình trụ là tp xq đáy v πr2h với π314 ,bài toán hình học
thùng phuy hay thùng vận một là dụng hình ống dùng để chứa chuyên chở chất lỏng với dung tích lớn mỗi thùng phuy có đường kính nắp là584mm chiều cao là 876mm hãy tính diện tích xung quanh diện tích phần thể của một thùng phuy biết công thức diện xung quanh 2πrh xq diện tích toàn phần là s 2s thể tích hình trụ là tp xq đáy v với π314,bài toán hình học
thùng phuy hay thùng một là vận dụng hình ống để chứa chuyên chở chất lỏng với dung tích lớn mỗi thùng phuy có đường kính nắp là584mm chiều cao là 876mm hãy tính diện tích xung quanh diện tích toàn phần thể tích của một thùng phuy biết công thức tính diện tích quanh làs 2πrh xq diện tích toàn phần là s 2s thể tích trụ là tp đáy v πr2h với π314,bài toán hình học
hai chiếc thuyền khởi hành tại cùng một vị trí a đi thẳng theo hai hướng tạo với nhau một góc 300 hỏi sau 2 giờ hai thuyền cách nhau bao xa biết thuyền b chạy với vận tốc 50 kmh thuyền c chạy với vận tốc60 kmhkết quả làm tròn đến 1 số thập phân a b c ,bài toán hình học
hai thuyền khởi thuyền tại một vị trí a đi thẳng theo hai hướng tạo với nhau một góc 300 hỏi sau 2 giờ hai cách nhau bao xa biết hành b chạy với vận tốc 50 kmh thuyền c chạy với vận tốc60 kmhkết quả làm đến 1 số thập phân a b c,bài toán hình học
hai chiếc khởi hành tại cùng vận vị trí a đi thẳng theo hai hướng tạo với nhau góc 300 hỏi sau 2 giờ hai thuyền cách nhau bao xa biết thuyền b chạy với một tốc 50 kmh thuyền c chạy với vận tốc60 kmhkết quả làm tròn đến 1 số phân b c,bài toán hình học
tính chiều cao của một ngọn núi cho biết tại hai điểm cách nhau 1 km trên mặt đất ta nhìn thấy đỉnh núi với góc nâng lần lượt là 40o và32o this image cannot currently be displayed đề thi thử số 48  tuyển sinh vào 10 tp hồ chí minh ,bài toán hình học
chiều cao của một ngọn núi cho biết tại hai điểm cách nhau 1 km trên mặt đất ta sinh thấy đỉnh núi với góc nâng lần lượt là 40o và32o this image cannot currently be đề thi thử số 48 tuyển nhìn vào 10 tp hồ chí minh,bài toán hình học
tính chiều cao của 10 ngọn núi cho biết tại hai điểm cách 1 km trên mặt đất ta nhìn thấy đỉnh núi với góc nâng lượt là 40o và32o this cannot currently displayed đề thử số 48 tuyển sinh vào một tp minh,bài toán hình học
một người đo chiều cao của một cây nhờ một cọc chôn xuống đất cọc cao 2m đặt xa cây 15m sau khi người ấy lùi ra xa cách cọc 08m thì nhìn thấy đầu cọc đỉnh cây cùng nằm trên một đường thẳng hỏi cây cao bao nhiêu biết rằng khoảng cách từ chân đến mắt người ấy là 16m ,bài toán hình học
một người hỏi chiều cao của một cây nhờ một cọc chôn xuống cọc cao 2m đặt xa cây 15m sau khi ấy lùi ra xa cách cọc 08m thì nhìn thấy đầu cọc đỉnh nằm trên một đường thẳng đo cây cao bao nhiêu biết rằng khoảng cách từ đến mắt người ấy 16m,bài toán hình học
một người đo chiều cao của cây một cọc chôn xuống đất cọc cao 2m xa cây 15m khi người ấy ra cọc 08m thì nhìn một đầu cọc đỉnh cây cùng nằm trên một đường thẳng hỏi cây cao bao nhiêu biết rằng khoảng cách từ chân đến người ấy là 16m,bài toán hình học
tính lượng vải cần mua để tạo ra chiếc nón của chú hề có các kích thước như hình bên làm tròn kết quả đến chữ số thập phân thứ nhấtbiết phần vải thừa mép gấp khi may nón chiếm 150 diện tích nón biết 0 công thức tính diện tích xung quanh của hình nón là s πrl xq 30cm với r bán kính đáy của hình nón l đường sinh của hình nón 10cm ,bài toán hình học
tính lượng vải cần mua để tạo ra chiếc nón của chú hề có các kích thước như hình làm tròn kết quả đến chữ số thập phân bán vải mép gấp khi may chiếm 150 diện tích nón biết 0 công thức tính diện xung quanh của nón là s πrl xq 30cm với r thứ kính đáy của hình nón l đường sinh hình nón 10cm,bài toán hình học
tính lượng vải mua để tạo 150 chiếc nón chú hề các kích thước như hình bên làm tròn quả đến chữ số thập thứ nhấtbiết phần mép khi may nón chiếm ra diện tích biết 0 công thức tính diện tích quanh của nón là s πrl xq 30cm r bán kính đáy của nón l đường sinh của hình nón 10cm,bài toán hình học
một chiếc cầu trượt bao gồm phần cầu thang để bước lên phần ống trượt để trượt xuống nối liền nhau biết rằng khi xây dựng phần ống trượt nghiêng với mặt đất một góc là 50 hãy tính khoảng cách từ chân cầu thang đến chân ống trượt nếu xem phần cầu thang như một đường thẳng dài 25 m ống trượt dài 3 m ,bài toán hình học
một chiếc trượt bao gồm phần cầu thang để bước lên phần trượt để trượt xuống nối liền nhau biết rằng khi xây dựng phần ống nghiêng với mặt đất chân góc là 50 hãy tính khoảng cách từ một cầu thang đến chân ống trượt nếu xem phần cầu thang như một đường thẳng dài 25 m ống trượt dài 3 m,bài toán hình học
một chiếc cầu trượt bao gồm phần cầu thang để lên phần ống trượt để trượt xuống nối nhau biết rằng khi dựng phần ống trượt nghiêng với mặt đất một góc là 50 hãy tính khoảng từ chân thang đến ống trượt thang xem phần cầu như một đường thẳng dài 25 m ống trượt dài 3 m,bài toán hình học
mộttấm poster hình tam giác đều mỗi cạnh  ba cung tròn de ef fd thuộc dm 3 đường tròn bán kính 25 có tâm lần lượt là điểm a b c tính diện tích phần còn lại không tô màu của tam giác cho biết µ314 kết quả làm đúng đơn vị dm2 ,bài toán hình học
mộttấm poster hình tam giác đều mỗi cạnh ba cung tròn de ef fd thuộc dm 3 đường tròn bán có tâm lần lượt còn a b c tính tích phần lại không tô màu tam giác cho biết µ314 kết quả làm đúng đơn vị dm2,bài toán hình học
mộttấm poster hình tam giác đều mỗi cạnh ba cung tròn de ef fd thuộc dm đường tròn bán 25 có tâm lần lượt không điểm a b c tính diện tích phần còn lại là tô màu của tam giác cho µ314 kết quả làm đúng đơn vị dm2,bài toán hình học
dây curoa là một trong những bộ truyền được sử dụng rộng rãi trong công nghiệp chiều dài dây curoa được xác định theo công thức π d d   d d 2 l2a 1 2  2 1 2 4a trong đó l  chiều dài dây curoa a  khoảng cách tâm của 2 puly d  đường kính của puly 1 hình tròn nhỏ màu vàng 1 d  đường kính của puly 2 hình tròn lớn màu vàng 2 a b o o cho d 10cm d 20cm a60cm 1  2  atính chiều dài của dây curoa bgọi ab là chiều dài một đoạn dây curoa trong đó a blần lượt là tiếp điểm trên của dây curoa với 2 đường tròn tạo bởi mặt cắt của 2 puly tínhab ,bài toán hình học
dây curoa một trong những bộ truyền được dụng rộng trong công nghiệp chiều dài dây curoa được xác định theo công thức π d d d d 2 l2a 1 2 1 2 4a trong đó l bởi dài dây curoa a tâm của 2 puly d đường kính của puly 1 hình nhỏ vàng 1 d đường kính puly 2 hình tròn lớn màu vàng 2 a b o cho d 10cm d 20cm a60cm 1 2 atính chiều dài của dây curoa bgọi ab là chiều dài một đoạn dây curoa trong đó a blần lượt là tiếp điểm trên của curoa với 2 đường tròn tạo chiều mặt cắt của 2 puly tínhab,bài toán hình học
là trong những bộ truyền được sử rộng rãi trong công nghiệp chiều dài dây curoa được xác định theo công thức π d d d d 2 l2a 1 2 2 1 2 trong đó l chiều dài dây curoa a khoảng cách tâm của 2 puly d đường kính của puly 1 hình tròn nhỏ màu vàng 1 d đường kính của puly 2 hình tròn lớn màu vàng a b o o cho d 10cm d 20cm 4a 2 atính chiều dài của dây ab là chiều dài đoạn dây curoa trong đó a blần lượt là tiếp điểm của dây curoa với 2 đường tròn tạo bởi mặt cắt của 2 puly,bài toán hình học
hai ròng rọc có tâm o bán kính rvà tâm i bán kính r hai tiếp tuyến chung mn pq cắt nhau tại a tạo thành góc60 tính độ dài dây cua  roa mắc qua hai ròng rọc trên theo rbiết r 4r như hình vẽ sau ,bài toán hình học
hai ròng rọc có tâm bán kính rvà tâm i bán kính pq hai tiếp tuyến chung mn r cắt nhau tại a tạo thành góc60 tính độ dài dây cua roa mắc qua ròng rọc trên theo rbiết r 4r như hình vẽ sau,bài toán hình học
hai ròng có tâm o bán kính chung i bán kính r hai tiếp tuyến tâm mn pq cắt nhau tại a tạo thành góc60 tính độ dài dây cua mắc qua hai ròng rọc theo rbiết r 4r như hình vẽ sau,bài toán hình học
một dây curoa bao quay 2 bánh xe như hình 1a 1b trong đó ab là tiếp tuyến chung của hai bánh xe gọi o i lần lượt là tâm của bánh xe lớn bánh xe nhỏ khoảng cách của hai tâm bánh xe là60cm bán kính của bánh xe lớn là 15cmbán kính bánh nhỏ là 7cmtính chu vi dây curoa chiều dài dây curoa theo đơn vị mét làm tròn 1 chữ số thập phân a b hình 1a hình 1b ,bài toán hình học
một dây curoa bao quay 2 bánh xe như hình 1a 1b trong đó ab là tiếp tuyến của hai bánh xe gọi o i lần lượt là tâm của bánh xe lớn bánh xe nhỏ cách của hai tâm bánh là60cm bán kính của bánh xe lớn là 15cmbán kính bánh nhỏ là 7cmtính chu vi 1b curoa chiều dài dây theo đơn vị mét làm tròn 1 chữ số thập phân a hình 1a hình,bài toán hình học
một dây curoa bao quay 2 bánh xe như hình 1a 1b trong đó ab là tiếp tuyến chung của bánh xe gọi o i lần lượt 1a tâm của bánh xe bánh xe khoảng cách của hai tâm bánh xe là60cm bán kính của bánh xe lớn là 15cmbán kính bánh nhỏ là 7cmtính chu vi dây curoa chiều dài dây curoa theo đơn vị mét làm tròn 1 chữ số a b hình là hình 1b,bài toán hình học
một con robot được thiết kế để có thể đi thẳng quay một góc 90sang trái hoặc sang phải robot xuất phát từ vị trí a đi thẳng 1 mét quay sang trái rồi đi thẳng 1 mét quay sang phải rồi đi thẳng 2 mét quay sang trái rồi đi thẳng 2 mét quay sang phải rồi đi thẳng 3 mét quay sang trái rồi đi thẳng 3 mét thì đi đến đích ở vị tri b avẽ hình biểu diễn đường đi của con robot btính khoảng cách ab ,bài toán hình học
một robot công nghiệp được thiết kế để có thể đi thẳng quay một góc 90sang trái hoặc sang thẳng robot công nghiệp xuất phát từ vị trí a đi thẳng 1 mét quay sang trái rồi đi thẳng 1 mét quay sang phải rồi đi thẳng 2 mét quay sang trái rồi đi thẳng 2 mét quay sang rồi đi thẳng mét quay trái rồi đi phải 3 mét thì đi đến đích ở vị tri b avẽ hình biểu diễn đường đi của con robot công nghiệp btính khoảng cách,bài toán hình học
một con robot công nghiệp được thiết kế để có thể đi thẳng quay một 90sang trái hoặc sang phải nghiệp xuất phát vị trí thẳng 1 mét quay sang trái rồi đi thẳng 1 mét sang phải rồi đi thẳng 2 mét sang đi rồi thẳng 2 mét quay sang rồi đi thẳng 3 quay sang trái rồi thẳng 3 mét thì đi đến đích ở vị tri b avẽ hình biểu diễn đường đi của con robot công nghiệp btính khoảng cách,bài toán hình học
có hai lọ thủy tinh hình trụ lọ thứ nhất phía bên trong có đường kính đáy là 30cm chiều cao 20cm đựng đầy nước lọ thứ hai bên trong có đường kính đáy là 40cm chiều cao là 12cm hỏi nếu đổ hết nước từ lọ thứ nhất sang lọ thứ hai nước có bị tràn ra ngoài hay không tại sao ,bài toán hình học
có hai lọ thủy tinh hình trụ lọ thứ nhất bên trong đường kính đáy là 30cm chiều cao đầy nước uống lọ thứ bên trong có kính là 40cm chiều sang là 12cm hỏi nếu đổ hết nước uống lọ thứ lọ thứ hai nước uống có bị tràn ngoài hay không tại sao,bài toán hình học
có hai lọ thủy tinh hình trụ lọ thứ bên trong có đường kính đáy là 30cm cao 20cm đựng đầy nước uống lọ hai bên trong có đường kính đáy là 40cm chiều cao là 12cm hỏi nếu đổ thứ nước từ lọ hết nhất sang lọ hai uống bị tràn ra ngoài hay không tại sao,bài toán hình học
gia đình bạn an mua một khu đất hình chữ nhật để cất nhà biết chiều dài gấp 4 lần chiều rộng theo quy hoạch khi xây nhà phải chừa 2m theo chiều dài phía sau để làm giếng trời 4m phía trước theo chiều dài để trồng cây xanh nên diện tích xây nhà chỉ còn 75diện tích khu đất hỏi chu vi lúc đầu của khu đất ,bài toán hình học
gia đình bạn an mua một khu đất hình chữ nhật để cất căn nhà biết chiều dài 4 lần chiều rộng theo quy hoạch khi xây căn nhà phải chừa 2m theo chiều dài phía sau trời làm giếng để 4m phía trước theo chiều dài trồng cây xanh nên diện tích xây nhà chỉ còn đất hỏi chu vi lúc đầu của đất,bài toán hình học
gia bạn an phía một đất hình chữ nhật để cất mái nhà biết dài gấp 4 lần chiều rộng theo hoạch khi xây mái nhà phải chừa 2m theo chiều mua sau để làm giếng trời 4m phía trước theo chiều dài để trồng xanh nên diện tích xây mái nhà chỉ còn 75diện tích khu đất hỏi chu vi lúc của khu đất,bài toán hình học
từ đài quan sát cao 15m tính từ mực nước biển bạn an có thể nhìn thấy hai chiếc thuyền dưới góc hạ 40o 10o so với phương ngang hãy tính khoảng cách 2 chiếc thuyền làm tròn đến chữ số hàng đơn vị điều kiện lý tưởng vị trí 2 chiếc thuyền vị trí đài quan sát thẳng hàng ,bài toán hình học
từ đài sát 15m tính mực nước máy biển bạn an có thể nhìn thấy thuyền dưới góc hạ 40o 10o so với phương ngang hãy quan khoảng cách 2 chiếc thuyền làm tròn đến số hàng đơn vị điều kiện lý tưởng vị trí 2 chiếc thuyền vị trí đài quan sát thẳng hàng,bài toán hình học
từ đài quan cao 15m biển mực tính bạn an có thể nhìn thấy hai chiếc thuyền dưới góc 40o 10o so với phương ngang hãy tính cách 2 chiếc thuyền làm tròn đến chữ số hàng đơn vị điều kiện 2 chiếc thuyền vị trí đài quan sát thẳng hàng,bài toán hình học
một hồ bơi có dạng là một lăng trụ đứng tứ giác với chiều dài đáy là hình thang vuông mặt bên 1 của hồ bơi là 1 đáy của lăng trụ các kích thước như đã cho xem 6m 05m hình 2 biết rằng người ta dùng một máy bơm với lưu 1 lượng là 42 m3phút sẽ bơm đầy hồ mất 25 phút 3m tính chiều dài của hồ ,bài toán hình học
một hồ bơi có dạng là một lăng trụ đứng tứ giác với chiều dài đáy là hình thang vuông mặt bên 1 hồ bơi 1 đáy lăng trụ các thước đã cho xem 6m 05m hình 2 biết rằng người ta dùng một với lưu lượng là m3phút sẽ bơm đầy hồ mất 25 phút 3m chiều dài của hồ,bài toán hình học
một hồ bơi có dạng là một lăng của đứng giác với chiều dài đáy là hình thang vuông mặt bên 1 trụ hồ bơi là 1 đáy của lăng trụ các kích thước như đã cho xem 6m 05m hình 2 biết người ta dùng một máy bơm với 1 lượng là 42 m3phút sẽ bơm đầy hồ mất 25 phút 3m tính chiều dài của hồ,bài toán hình học
Hằng ngày hai anh em An và Bình cùng đi bộ từ nhà ở A để đến trường Trường của An ở vị trí B  trường của Bình ở vị trí C theo hai hướng vuông góc với nhau An đi với vận tốc 4 /km h và đến trường sau 15 phút Bình đi với vận tốc 3 /km h và đến trường sau 12 phútTính khoảng cách BC giữa hai trường (làm tròn đến mét),bài toán hình học
Hằng ngày hai anh em An và Bình đi bộ từ ngôi nhà ở A để đến trường Trường của An ở trí B trường của Bình ở vị trí C theo hai hướng vuông góc với nhau An với vận tốc 4 /km h và đến sau 15 Bình đi với vận tốc BC /km h và đến trường sau 12 phútTính khoảng cách 3 giữa hai trường (làm tròn đến mét),bài toán hình học
Hằng ngày hai vị em An và Bình cùng đi từ ngôi nhà A để đến trường Trường của An ở anh B trường của Bình vị trí C theo hai hướng vuông góc với nhau An đi với vận tốc 4 /km h và đến trường sau 15 phút Bình đi với vận tốc 3 h và đến trường sau 12 phútTính khoảng cách BC giữa hai trường (làm tròn mét),bài toán hình học
Một người A đang ở trên khinh khí cầu ở độ cao 150m nhìn thấy một vật B trên mặt đất cách hình chiếu của khí cầu xuống đất một khoảng 285m  Tính góc hạ của tia AB  Nếu khinh khí cầu tiếp tục bay lên thẳng đứng thì khi góc hạ của tia AB là 46 thì độ cao của khinh khí cầu là bao nhiêu (làm tròn đến mét),bài toán hình học
Một A đang ở khinh khí cầu ở cao 150m một vật B trên cách hình chiếu của khí cầu đất góc khoảng 285m một hạ của tia AB Nếu khinh khí cầu tiếp tục bay lên đứng thì khi góc hạ của tia AB là 46 thì độ của khinh khí cầu là bao nhiêu (làm tròn đến mét),bài toán hình học
Một người A đang ở trên khinh cầu ở độ cao 150m nhìn thấy một vật B đất cách hình khí cầu xuống đất một khoảng 285m Tính góc hạ của tia AB Nếu khinh khí cầu tiếp tục bay lên thẳng của thì khi góc hạ AB là 46 thì độ cao của khinh khí cầu là nhiêu (làm đến mét),bài toán hình học
Một cột đèn cao 8m  Tính góc tạo bởi tia nắng mặt trời và mặt đất lúc nó có bóng trên mặt đất là 5m ,bài toán hình học
lúc cột đèn cao 8m Tính góc bởi tia trời và mặt đất Một nó có bóng trên mặt là 5m,bài toán hình học
Một cột cao 8m Tính góc tạo bởi nắng mặt trời và đất lúc nó có bóng trên mặt đất là 5m,bài toán hình học
hai đội công nhân cùng làm một công việc thì làm xong trong 4 giờ nếu mỗi đội làm một mình xong công việc đó thì đội thứ nhất cần ít thời gian hơn đội thứ hai là 6 giờ hỏi mỗi đội làm một mình xong công việc đó trong bao lâu ,bài toán năng suất công việc
hai công nhân làm một công việc mình làm xong trong 4 giờ nếu mỗi đội làm một thì công đó đội nhất ít thời gian hơn đội thứ hai là 6 giờ hỏi mỗi đội làm một mình xong công việc đó trong bao lâu,bài toán năng suất công việc
hai đội công nhân cùng làm một công việc làm xong gian 4 nếu mỗi đội làm một mình xong công việc đó thì đội cần thời trong hơn đội thứ hai là 6 giờ hỏi mỗi đội làm mình công việc đó trong bao lâu,bài toán năng suất công việc
hai vòi nước cùng chảy vào một bể không có nước thì sau 4h48 phút thì đầy bể một giờ lượng nước của vòi một chảy được bằng 15 lần lượng nước của vòi hai chảy hỏi mỗi vòi chảy riêng thì sau bao lâu đầy bể ,bài toán năng suất công việc
hai vòi máy cùng vào một bể không nước máy lượng sau 4h48 phút thì đầy bể một giờ thì nước máy của vòi một chảy được bằng 15 lần lượng của vòi hai chảy hỏi mỗi vòi chảy riêng thì sau lâu đầy bể,bài toán năng suất công việc
hai vòi nước uống mỗi chảy một bể không có uống thì sau 4h48 phút thì đầy bể giờ lượng nước uống của vòi một chảy được bằng 15 lần nước uống của vòi hai chảy hỏi cùng vòi chảy riêng thì sau bao lâu đầy bể,bài toán năng suất công việc
hai bạn an bình cùng làm chung một công việc thì hoàn thành sau 6 ngày nếu làm riêng thì bình làm xong việc lâu hơn an làm xong việc là 9 ngày hỏi nếu an làm một mình 3 ngày rồi nghỉ thì bình hoàn thành nốt công việc trong thời gian bao lâu ,bài toán năng suất công việc
hai an bình cùng làm làm một công việc thì hoàn thành sau 6 riêng thì xong việc lâu hơn an chung xong là 9 ngày hỏi nếu an làm mình 3 ngày rồi nghỉ thì bình hoàn thành nốt công việc trong thời gian bao lâu,bài toán năng suất công việc
hai bạn an bình cùng làm một công việc thì hoàn thành sau 6 ngày nếu làm riêng bình làm xong việc hơn an làm xong việc 9 ngày hỏi nếu an làm một 3 chung rồi thì bình hoàn thành nốt công việc trong thời gian bao,bài toán năng suất công việc
bác công nhân muốn đổ bê tông 1 ống cống hình trụ không có hai đáy dài 6m có đường kính ngoài 1m đường kính trong 08m hỏi bác công nhân đó cần dùng bao nhiêu m3 bê tông để làm ống cống đó làm tròn đến hàng phần mười ,bài toán năng suất công việc
bác nhân muốn đổ bê ống cống hình trụ không có hai đáy có đường kính ngoài 1m đường kính 08m hỏi bác công nhân đó cần dùng bao nhiêu bê tông để làm ống cống đó làm tròn đến hàng phần 1,bài toán năng suất công việc
bác công nhân muốn đổ bê tông 1 ống cống hình trụ không có hai dài có đường kính ngoài 1m đường kính 08m hỏi bác công nhân đó hàng dùng bao nhiêu m3 bê tông làm ống cống đó làm tròn đến cần phần mười,bài toán năng suất công việc
để làm một vỏ hộp đựng sữa bột đúng tiêu chuẩn loại 850 gam nhà sản xuất làm vỏ hộp hình trụ có đường kính đáy là 12 cm chiều cao của hộp là 15 cm hãy tính diện tích vật liệu dùng để làm vỏ hộp sữa bột nêu trên làm tròn đến chữ số thập phân thứ hai biết phần ghép nối không đáng kể ,bài toán năng suất công việc
để làm một vỏ hộp đựng đến bột bột đúng tiêu loại 850 gam căn nhà sản xuất làm vỏ hộp hình trụ có đường kính đáy là 12 cm chiều cao của 15 cm diện tích vật dùng để làm vỏ hộp sữa bột bột nêu trên làm tròn sữa chữ số thập phân thứ hai biết phần ghép nối không đáng kể,bài toán năng suất công việc
để làm một vỏ hộp đựng sữa đặc bột đúng tiêu chuẩn loại 850 gam mái nhà sản xuất làm vỏ hộp hình trụ có đường kính đáy là 12 chiều của hộp phân 15 cm hãy tính diện tích vật liệu dùng để làm vỏ hộp sữa đặc bột nêu trên làm tròn đến chữ số thập thứ hai biết phần ghép sữa tươi nối không đáng kể,bài toán năng suất công việc
hai xí nghiệp theo kế hoạch phải làm tổng cộng 720 dụng cụ nhờ sắp xếp hợp lý dây chuyền sản xuất nên xí nghiệp i vượt mức 10 kế hoạch xí nghiệp ii vượt mức 12 kế hoạch do đó cả hai xí nghiệp đã làm được 800 dụng cụ tính số dụng cụ mỗi xí nghiệp làm được theo thực tế ,bài toán năng suất công việc
hai xí nghiệp theo hoạch phải làm tổng 720 dụng cụ nhờ sắp dây chuyền sản nên xí nghiệp i mức 10 kế hoạch xí nghiệp ii vượt mức 12 kế hoạch do đó cả hai nghiệp đã làm được dụng cụ tính số dụng cụ mỗi thực nghiệp làm được theo xí tế,bài toán năng suất công việc
hai xí nghiệp theo kế phải làm tổng cộng 720 dụng nhờ sắp xếp hợp lý dây chuyền xuất nên xí nghiệp i đã mức 10 kế hoạch xí nghiệp ii vượt mức 12 kế do đó cả hai xí nghiệp vượt làm được 800 dụng tính số dụng cụ mỗi xí nghiệp làm được theo thực tế,bài toán năng suất công việc
25 điểm giải bài toán sau bằng cách lập phương trình hoặc hệ phương trình  hai vòi nước cùng chảy vào một bể không có nước thì sau 4giờ 48phút bể đầy mỗi giờ  lượng nước vòi một chảy được bằng 15lần lượng nước của vòi hai chảy hỏi mỗi vòi chảy riêng thì sau bao lâu bể đầy  ,bài toán năng suất công việc
một điểm giải bài toán bằng cách lập phương trình hoặc hệ phương trình vòi uống chảy vào bể không có nước thì sau 4giờ 48phút đầy mỗi giờ nước uống vòi 25 chảy bằng 15lần lượng nước uống của vòi hai chảy hỏi mỗi vòi chảy riêng thì sau bao lâu bể đầy,bài toán năng suất công việc
25 điểm giải bài toán sau bằng lập phương hoặc hệ phương trình hai vòi nước giải khát cùng chảy vào một bể không có nước giải thì sau 4giờ 48phút đầy mỗi giờ lượng nước giải khát vòi một chảy được bằng 15lần lượng nước giải khát của vòi cách chảy hỏi mỗi vòi chảy riêng sau bao lâu bể đầy,bài toán năng suất công việc
để chở hết 60 tấn hàng một đội xe dự định sử dụng một số xe cùng loại trước khi khởi hành có 2 xe được điều động đi làm việc khác vì vậy mỗi xe còn lại phải chở nhiều hơn dự định 1 tấn hàng hỏi lúc đầu đội dự định dùng bao nhiêu xe ,bài toán năng suất công việc
để hành 60 tấn hàng một đội dự định sử dụng một số xe cùng loại trước khi khởi chở có 2 xe được động đi làm việc khác vì mỗi xe còn lại phải chở hơn dự 1 tấn hàng hỏi đội dự định dùng bao nhiêu xe,bài toán năng suất công việc
để chở hết tấn hàng một đội xe dự định sử dụng một cùng xe số loại khi khởi có xe được điều động đi làm việc khác vì vậy mỗi còn lại phải chở nhiều hơn dự tấn hàng hỏi lúc đầu đội dự định dùng xe,bài toán năng suất công việc
giải bài toán bằng cách lập phương trình hoặc hệ phương trình hưởng ứng phong trào trồng cây xanh vì một môi trường xanh sạch đẹp một chi đoàn thanh niên dự định trồng 120 cây xanh khi thực hiện chi đoàn đó đã tăng cường thêm 3 đoàn viên nữa nên mỗi đoàn viên đã trồng ít hơn 2 cây so với dự định hỏi lúc đầu chi đoàn thanh niên đó có bao nhiêu đoàn viên biết rằng số cây của mỗi đoàn viên trồng là như nhau ,bài toán năng suất công việc
bài toán bằng cách lập phương trình hoặc hệ phương trình hưởng ứng phong trào trồng khi xanh vì một môi trường xanh sạch đẹp một chi đoàn thanh định trồng 120 cây xanh cây thực hiện chi đoàn đó đã tăng cường thêm 3 đoàn viên nữa nên mỗi đoàn viên trồng ít hơn 2 cây so với dự định hỏi lúc chi đoàn thanh niên có bao nhiêu viên biết rằng số của mỗi đoàn trồng là nhau,bài toán năng suất công việc
giải bài bằng cách lập phương trình trồng hệ phương trình hưởng ứng phong trào trồng cây xanh vì một môi trường xanh sạch một chi đoàn thanh dự định hoặc 120 xanh khi thực hiện chi đoàn đó đã tăng cường thêm 3 đoàn viên nữa nên mỗi đoàn viên đã trồng ít hơn 2 cây so với dự định hỏi lúc đầu chi đoàn thanh niên đó có bao nhiêu đoàn viên biết rằng số cây của mỗi đoàn viên trồng là như,bài toán năng suất công việc
giải bài toán bằng cách lập phương trình hoặc hệ phương trình một đội xe dự định dùng một số xe cùng loại để chở hết 60 tấn hàng phục vụ đồng bào vùng cao đón tết lúc sắp khởi hành có ba xe phải điều đi làm việc khác vì vậy mỗi xe còn lại phải chở nhiều dơn dự định là 1 tấn hàng tính số xe lúc đầu của đội nếu lượng hàng mỗi xe phải chở là như nhau ,bài toán năng suất công việc
giải bài toán bằng cách lập phương trình hoặc hệ phương một đội xe nhau dùng một số xe cùng loại để chở hết 60 tấn phục vụ đồng bào vùng cao đón tết lúc sắp khởi có ba xe phải điều đi làm việc khác vì vậy xe còn phải chở nhiều dơn dự định là 1 tấn hàng tính số xe lúc đầu của đội nếu lượng hàng mỗi xe phải chở là như dự,bài toán năng suất công việc
giải lại toán bằng cách lập phương hoặc hệ phương trình một xe dự định dùng một số xe cùng loại chở hết 60 tấn hàng phục vụ bào vùng cao đón tết lúc sắp khởi hành có ba xe phải điều làm việc khác vì vậy mỗi xe còn bài phải chở nhiều dơn dự định là 1 tấn hàng tính số xe lúc đầu của đội nếu lượng hàng mỗi xe phải chở là như nhau,bài toán năng suất công việc
một đội xe dự định chở 24 tấn hàng thực tế khi chở đội được bổ sung thêm 4 xe nữa nên mỗi xe chở ít hơn dự định 1 tấn hỏi dự định ban đầu đội có bao nhiêu xe biết khối lượng hàng chở trên mỗi xe như nhau ,bài toán năng suất công việc
một thêm xe dự định chở 24 tấn hàng thực tế chở đội được bổ sung đội 4 nên mỗi xe chở ít hơn dự định 1 dự định ban đầu đội có bao nhiêu xe biết hàng chở trên mỗi xe như nhau,bài toán năng suất công việc
xe dự định chở 24 tấn hàng tế khi chở xe được sung thêm 4 xe nữa nên mỗi xe chở ít hơn định 1 tấn hỏi định ban đầu đội có bao xe biết khối lượng hàng chở trên mỗi đội nhau,bài toán năng suất công việc
một lâm trường dự định trồng 75ha rừng trong một số tuần do mỗi tuần trồng vượt mức 5ha so với kế hoạch nên đã trồng được 80ha hoàn thành sớm hơn 1 tuần hỏi mỗi tuần lâm trường dự định trồng bao nhiêu ha rừng ,bài toán năng suất công việc
một lâm trường định trồng 75ha rừng trong một tuần do mỗi tuần trồng vượt mức 5ha với kế hoạch nên đã trồng được hoàn thành sớm hơn 1 tuần hỏi nhiêu tuần lâm trường dự định trồng bao mỗi ha rừng,bài toán năng suất công việc
một lâm trường dự định trồng trường rừng trong một số tuần do tuần vượt mức 5ha so với kế hoạch nên đã được 80ha hoàn thành sớm hơn 1 tuần hỏi mỗi lâm 75ha định trồng bao nhiêu ha rừng,bài toán năng suất công việc
